"","title","author","subject","abstract","meta"
"35","TorchMD-Net 2.0: Fast Neural Network Potentials for Molecular Simulations","Raul P. Pelaez, Guillem Simeon, Raimondas Galvelis, Antonio Mirarchi, Peter Eastman, Stefan Doerr, Philipp Thölke, Thomas E. Markland, Gianni De Fabritiis","Machine Learning (cs.LG)","Achieving a balance between computational speed, prediction accuracy, and universal applicability in molecular simulations has been a persistent challenge. This paper presents substantial advancements in the TorchMD-Net software, a pivotal step forward in the shift from conventional force fields to neural network-based potentials. The evolution of TorchMD-Net into a more comprehensive and versatile framework is highlighted, incorporating cutting-edge architectures such as TensorNet. This transformation is achieved through a modular design approach, encouraging customized applications within the scientific community. The most notable enhancement is a significant improvement in computational efficiency, achieving a very remarkable acceleration in the computation of energy and forces for TensorNet models, with performance gains ranging from 2-fold to 10-fold over previous iterations. Other enhancements include highly optimized neighbor search algorithms that support periodic boundary conditions and the smooth integration with existing molecular dynamics frameworks. Additionally, the updated version introduces the capability to integrate physical priors, further enriching its application spectrum and utility in research. The software is available at this https URL.","Tue, 27 Feb 2024 16:27:06 UTC (722 KB)"
"36","Generative diffusion model for surface structure discovery","Nikolaj Rønne, Alán Aspuru-Guzik, Bjørk Hammer","Computational Physics (physics.comp-ph)","We present a generative diffusion model specifically tailored to the discovery of surface structures. The generative model takes into account substrate registry and periodicity by including masked atoms and $z$-directional confinement. Using a rotational equivariant neural network architecture, we design a method that trains a denoiser-network for diffusion alongside a force-field for guided sampling of low-energy surface phases. An effective data-augmentation scheme for training the denoiser-network is proposed to scale generation far beyond training data sizes. We showcase the generative model by investigating silver-oxide phases on Ag$(111)$ where we are able to rediscover the ``$\mathrm{Ag}_6$ model'' of $p(4\times4)\mathrm{O/Ag}(111)$ that took scientist years to uncover by means of human intuition.","Tue, 27 Feb 2024 10:50:53 UTC (661 KB)"
"37","Two-scale Neural Networks for Partial Differential Equations with Small Parameters","Qiao Zhuang, Chris Ziyi Yao, Zhongqiang Zhang, George Em Karniadakis","Numerical Analysis (math.NA)","We propose a two-scale neural network method for solving partial differential equations (PDEs) with small parameters using physics-informed neural networks (PINNs). We directly incorporate the small parameters into the architecture of neural networks. The proposed method enables solving PDEs with small parameters in a simple fashion, without adding Fourier features or other computationally taxing searches of truncation parameters. Various numerical examples demonstrate reasonable accuracy in capturing features of large derivatives in the solutions caused by small parameters.","Tue, 27 Feb 2024 05:57:45 UTC (3,804 KB)"
"38","Chaotic attractor reconstruction using small reservoirs -- the influence of topology","Lina Jaurigue","Machine Learning (cs.LG)","Forecasting timeseries based upon measured data is needed in a wide range of applications and has been the subject of extensive research. A particularly challenging task is the forecasting of timeseries generated by chaotic dynamics. In recent years reservoir computing has been shown to be an effective method of forecasting chaotic dynamics and reconstructing chaotic attractors from data. In this work strides are made toward smaller and lower complexity reservoirs with the goal of improved hardware implementability and more reliable production of adequate surrogate models. We show that a reservoir of uncoupled nodes more reliably produces long term timeseries predictions than complex reservoir topologies. We then link the improved attractor reconstruction of the uncoupled reservoir with smaller spectral radii of the resulting surrogate systems. These results indicate that, the node degree plays an important role in determining whether the desired dynamics will be stable in the autonomous surrogate system which is attained via closed-loop operation of the trained reservoir. In terms of hardware implementability, uncoupled nodes would allow for greater freedom in the hardware architecture because no complex coupling setups are needed and because, for uncoupled nodes, the system response is equivalent for space and time multiplexing.","Fri, 23 Feb 2024 09:43:52 UTC (7,225 KB)"
"39","Uncertainty quantification by direct propagation of shallow ensembles","Matthias Kellner, Michele Ceriotti","Chemical Physics (physics.chem-ph)","Statistical learning algorithms provide a generally-applicable framework to sidestep time-consuming experiments, or accurate physics-based modeling, but they introduce a further source of error on top of the intrinsic limitations of the experimental or theoretical setup. Uncertainty estimation is essential to quantify this error, and make application of data-centric approaches more trustworthy. To ensure that uncertainty quantification is used widely, one should aim for algorithms that are reasonably accurate, but also easy to implement and apply. In particular, including uncertainty quantification on top of an existing architecture should be straightforward, and add minimal computational overhead. Furthermore, it should be easy to manipulate or combine multiple machine-learning predictions, propagating uncertainty over further modeling steps. We compare several well-established uncertainty quantification frameworks against these requirements, and propose a practical approach, which we dub direct propagation of shallow ensembles, that provides a good compromise between ease of use and accuracy. We present benchmarks for generic datasets, and an in-depth study of applications to the field of atomistic machine learning for chemistry and materials. These examples underscore the importance of using a formulation that allows propagating errors without making strong assumptions on the correlations between different predictions of the model.","Mon, 26 Feb 2024 14:51:36 UTC (1,080 KB)"
"40","Sparse Autoregressive Neural Networks for Classical Spin Systems","Indaco Biazzo, Dian Wu, Giuseppe Carleo","Statistical Mechanics (cond-mat.stat-mech)","Efficient sampling and approximation of Boltzmann distributions involving large sets of binary variables, or spins, are pivotal in diverse scientific fields even beyond physics. Recent advancements in generative neural networks have significantly impacted this domain. However, those neural networks are often treated as black boxes, with architectures primarily influenced by data-driven problems in computational science. Addressing this gap, we introduce a novel autoregressive neural network architecture named TwoBo, specifically designed for sparse two-body interacting spin systems. We directly incorporate the Boltzmann distribution into its architecture and parameters, resulting in enhanced convergence speed, superior free energy accuracy, and reduced trainable parameters. We perform numerical experiments on disordered, frustrated systems with more than 1000 spins on grids and random graphs, and demonstrated its advantages compared to previous autoregressive and recurrent architectures. Our findings validate a physically informed approach and suggest potential extensions to multi-valued variables and many-body interaction systems, paving the way for broader applications in scientific research.","Mon, 26 Feb 2024 14:02:14 UTC (204 KB)"
"41","Transferable Water Potentials Using Equivariant Neural Networks","Tristan Maxson, Tibor Szilvasi","Chemical Physics (physics.chem-ph)","Machine learning interatomic potentials (MLIPs) are an emerging modeling technique that promises to provide electronic structure theory accuracy for a fraction of its cost, however, the transferability of MLIPs is a largely unknown factor. Recently, it has been proposed (J. Chem. Phys., 2023, 158, 084111) that MLIPs trained on solely liquid water data cannot describe vapor-liquid equilibrium while recovering the many-body decomposition analysis of gas-phase water clusters, as MLIPs do not directly learn the physically correct interactions of water molecules, limiting transferability. In this work, we show that MLIPs based on an equivariant neural network architecture trained on only 3,200 bulk liquid water structures reproduces liquid-phase water properties (e.g., density within 0.003 g/cm3 between 230 and 365 K), vapor-liquid equilibrium properties up to 550 K, the many-body decomposition analysis of gas-phase water cluster up to six-body interactions, and the relative energy and the vibrational density of states of ice phases. This study highlights that state-of-the-art MLIPs have the potential to develop transferable models for arbitrary phases of water that remain stable in nanosecond-long simulations.","Sun, 25 Feb 2024 21:44:06 UTC (1,464 KB)"
"42","Learning to See Through Dazzle","Xiaopeng Peng, Erin F. Fleet, Abbie T. Watnik, Grover A. Swartzlander","Computer Vision and Pattern Recognition (cs.CV)","Machine vision is susceptible to laser dazzle, where intense laser light can blind and distort its perception of the environment through oversaturation or permanent damage to sensor pixels. Here we employ a wavefront-coded phase mask to diffuse the energy of laser light and introduce a sandwich generative adversarial network (SGAN) to restore images from complex image degradations, such as varying laser-induced image saturation, mask-induced image blurring, unknown lighting conditions, and various noise corruptions. The SGAN architecture combines discriminative and generative methods by wrapping two GANs around a learnable image deconvolution module. In addition, we make use of Fourier feature representations to reduce the spectral bias of neural networks and improve its learning of high-frequency image details. End-to-end training includes the realistic physics-based synthesis of a large set of training data from publicly available images. We trained the SGAN to suppress the peak laser irradiance as high as $10^6$ times the sensor saturation threshold - the point at which camera sensors may experience damage without the mask. The trained model was evaluated on both a synthetic data set and data collected from the laboratory. The proposed image restoration model quantitatively and qualitatively outperforms state-of-the-art methods for a wide range of scene contents, laser powers, incident laser angles, ambient illumination strengths, and noise characteristics.","Sat, 24 Feb 2024 22:22:02 UTC (22,940 KB)[v2] Mon, 4 Mar 2024 22:42:28 UTC (22,941 KB)"
"43","Classifier Surrogates: Sharing AI-based Searches with the World","Sebastian Bieringer, Gregor Kasieczka, Jan Kieseler, Mathias Trabs","High Energy Physics - Phenomenology (hep-ph)","In recent years, neural network-based classification has been used to improve data analysis at collider experiments. While this strategy proves to be hugely successful, the underlying models are not commonly shared with the public and they rely on experiment-internal data as well as full detector simulations. We propose a new strategy, so-called classifier surrogates, to be trained inside the experiments, that only utilise publicly accessible features and truth information. These surrogates approximate the original classifier distribution, and can be shared with the public. Subsequently, such a model can be evaluated by sampling the classification output from high-level information without requiring a sophisticated detector simulation. Technically, we show that Continuous Normalizing Flows are a suitable generative architecture that can be efficiently trained to sample classification results using Conditional Flow Matching. We further demonstrate that these models can be easily extended by Bayesian uncertainties to indicate their degree of validity when confronted with unknown inputs to the user. For a concrete example of tagging jets from hadronically decaying top quarks, we demonstrate the application of flows in combination with uncertainty estimation through either inference of a mean-field Gaussian weight posterior, or Monte Carlo sampling network weights.","Fri, 23 Feb 2024 19:00:03 UTC (1,489 KB)"
"44","Identifying probabilistic weather regimes targeted to a local-scale impact variable","Fiona Raphaela Spuler, Marlene Kretschmer, Yevgeniya Kovalchuk, Magdalena Alonso Balmaseda, Theodore G. Shepherd","Geophysics (physics.geo-ph)","Weather regimes are recurrent and persistent large-scale atmospheric circulation patterns that modulate the occurrence of local impact variables such as extreme precipitation. In their capacity as mediators between long-range teleconnections and these local extremes, they have shown potential for improving sub-seasonal forecasting as well as long-term climate projections. However, existing methods for identifying weather regimes are not designed to capture the physical processes relevant to the impact variable in question while still representing the full atmospheric phase space. This paper introduces a novel probabilistic machine learning method, RMM-VAE, for identifying weather regimes targeted to a local-scale impact variable. Based on a variational autoencoder architecture, the method combines non-linear dimensionality reduction with a prediction task and probabilistic clustering in a coherent architecture. The new method is applied to identify circulation patterns over the Mediterranean region targeted to precipitation over Morocco and compared to three existing approaches, two established linear methods and another machine learning approach. The RMM-VAE method identifies regimes that are more predictive of the target variable compared to the two linear methods, and more robust and persistent compared to the alternative machine learning method, while also improving the reconstruction of the input space. The results demonstrate the potential benefit of the new method for use in various climate applications such as sub-seasonal forecasting, while also highlighting the trade-offs involved in targeted clustering.","Fri, 23 Feb 2024 15:27:23 UTC (17,705 KB)[v2] Tue, 27 Feb 2024 09:31:51 UTC (17,705 KB)"
"45","Portable acceleration of CMS computing workflows with coprocessors as a service","CMS Collaboration","Instrumentation and Detectors (physics.ins-det)","Computing demands for large scientific experiments, such as the CMS experiment at the CERN LHC, will increase dramatically in the next decades. To complement the future performance increases of software running on central processing units (CPUs), explorations of coprocessor usage in data processing hold great potential and interest. Coprocessors are a class of computer processors that supplement CPUs, often improving the execution of certain functions due to architectural design choices. We explore the approach of Services for Optimized Network Inference on Coprocessors (SONIC) and study the deployment of this as-a-service approach in large-scale data processing. In the studies, we take a data processing workflow of the CMS experiment and run the main workflow on CPUs, while offloading several machine learning (ML) inference tasks onto either remote or local coprocessors, specifically graphics processing units (GPUs). With experiments performed at Google Cloud, the Purdue Tier-2 computing center, and combinations of the two, we demonstrate the acceleration of these ML algorithms individually on coprocessors and the corresponding throughput improvement for the entire workflow. This approach can be easily generalized to different types of coprocessors and deployed on local CPUs without decreasing the throughput performance. We emphasize that the SONIC approach enables high coprocessor usage and enables the portability to run workflows on different types of coprocessors.","Fri, 23 Feb 2024 14:57:51 UTC (560 KB)"
"46","A Modified T-Mixer Simulation, Fabrication, and Characterization For 1D Diffusion Controlled Studies","M. Rashed Khan, Taliman Afroz, Caleb Shaw","Medical Physics (physics.med-ph)","Here, we describe a simple and unique architecture of a microfluidic mixer that can mix two streams (Water and Fluorescein Isothiocyanate (FITC) buffer) with 30% efficiency. The overall mixing in this design is dominated by 1D diffusion, and to enhance mixing, we used three different types of geometric obstacles inside the channel. Comsol multiphysics simulation software was used to validate the theoretical mixing efficiency (at Reynolds Number, Re ~ 0.1, 1, and 10) of this device. We utilized soft lithography and replica molding techniques to fabricate the device out of Polydimethylsiloxane (PDMS, a commonly used polymer) on a glass substrate. The effective length of our microfluidic mixer is 5mm, and the channel width is about 200 microns with 50 micron height. It is composed of three different shapes of obstacles (e.g., 6 cones, 3 arrays of rectangular bars, and 5 circular posts), and all of these are placed inside the main channel. FITC buffer (Diffusion co-efficient, D = 0.5 x 10-9 m2/s) and DI water were used to investigate the mixer performance at Re~1. Simulated and experimental results are based on approximately 1.1 mm2 flow area and suggest that 30% mixing is achievable with the current design.","Thu, 22 Feb 2024 22:23:06 UTC (514 KB)"
"47","Looking Forward: A High-Throughput Track Following Algorithm for Parallel Architectures","Aurelien Bailly-Reyre, Lingzhu Bian, Pierre Billoir, Daniel Hugo Campora Perez, Vladimir Vava Gligorov, Flavio Pisani, Renato Quagliani, Alessandro Scarabotto, Dorothea vom Bruch","High Energy Physics - Experiment (hep-ex)","Real-time data processing is a central aspect of particle physics experiments with high requirements on computing resources. The LHCb experiment must cope with the 30 million proton-proton bunches collision per second rate of the Large Hadron Collider (LHC), producing $10^9$ particles/s. The large input data rate of 32 Tb/s needs to be processed in real time by the LHCb trigger system, which includes both reconstruction and selection algorithms to reduce the number of saved events. The trigger system is implemented in two stages and deployed in a custom data centre. We present Looking Forward, a high-throughput track following algorithm designed for the first stage of the LHCb trigger and optimised for GPUs. The algorithm focuses on the reconstruction of particles traversing the whole LHCb detector and is developed to obtain the best physics performance while respecting the throughput limitations of the trigger. The physics and computing performances are discussed and validated with simulated samples.","Thu, 22 Feb 2024 16:14:51 UTC (2,192 KB)"
"48","LNoS: Lithium Niobate on Silicon Spatial Light Modulator","Sivan Trajtenberg-Mills, Mohamed ElKabbash, Cole J. Brabec, Christopher L. Panuski, Ian Christen, Dirk Englund","Optics (physics.optics)","Programmable spatiotemporal control of light is crucial for advancements in optical communications, imaging, and quantum technologies. Commercial spatial light modulators (SLMs) typically have megapixel-scale apertures but are limited to ~kHz operational speeds. Developing a device that controls a similar number of spatial modes at high speeds could potentially transform fields such as imaging through scattering media, quantum computing with cold atoms and ions, and high-speed machine vision, but to date remains an open challenge. In this work we introduce and demonstrate a free-form, resonant electro-optic (EO) modulator with megapixel apertures using CMOS integration. The optical layer features a Lithium Niobate (LN) thin-film integrated with a photonic crystal (PhC), yielding a guided mode resonance (GMR) with a Q-factor>1000, a field overlap coefficient ~90% and a 1.6 GHz 3-dB modulation bandwidth (detector limited). To realize a free-form and scalable SLM, we fabricate the PhC via interference lithography and develop a procedure to bond the device to a megapixel CMOS backplane. We identify limitations in existing EO materials and CMOS backplanes that must be overcome to simultaneously achieve megapixel-scale, GHz-rate operation. The `LN on Silicon' (LNoS) architecture we present is a blueprint towards realizing such devices.","Thu, 22 Feb 2024 14:57:06 UTC (12,950 KB)"
"49","The Architecture of Sponge Choanocyte Chambers Maximizes Mechanical Pumping Efficiency","Takumi Ogawa, Shuji Koyama, Toshihiro Omori, Kenji Kikuchi, Helene de Maleprade, Raymond E. Goldstein, Takuji Ishikawa","Soft Condensed Matter (cond-mat.soft)","Sponges, the basalmost members of the animal kingdom, exhibit a range of complex architectures in which microfluidic channels connect multitudes of spherical chambers lined with choanocytes, flagellated filter-feeding cells. Choanocyte chambers can possess scores or even hundreds of such cells, which drive complex flows entering through porous walls and exiting into the sponge channels. One of the mysteries of the choanocyte chamber is its spherical shape, as it seems inappropriate for inducing directional transport since many choanocyte flagella beat in opposition to such a flow. Here we combine direct imaging of choanocyte chambers in living sponges with computational studies of many-flagella models to understand the connection between chamber architecture and directional flow. We find that those flagella that beat against the flow play a key role in raising the pressure inside the choanocyte chamber, with the result that the mechanical pumping efficiency, calculated from the pressure rise and flow rate, reaches a maximum at a small outlet opening angle. Comparison between experimental observations and the results of numerical simulations reveal that the chamber diameter, flagellar wave number and the outlet opening angle of the freshwater sponge $E. muelleri$, as well as several other species, are related in a manner that maximizes the mechanical pumping efficiency. These results indicate the subtle balances at play during morphogenesis of choanocyte chambers, and give insights into the physiology and body design of sponges.","Thu, 22 Feb 2024 08:05:05 UTC (5,462 KB)"
"50","Neural Networks and Friction: Slide, Hold, Learn","Joaquin Garcia-Suarez","Geophysics (physics.geo-ph)","In this study, it is demonstrated that Recurrent Neural Networks (RNNs), specifically those utilizing Gated Recurrent Unit (GRU) architecture, possess the capability to learn the complex dynamics of rate-and-state friction laws from synthetic data. The data employed for training the network is generated through the application of traditional rate-and-state friction equations coupled with the aging law for state evolution. A novel aspect of our approach is the formulation of a loss function that explicitly accounts for initial conditions, the direct effect, and the evolution of state variables during training. It is found that the RNN, with its GRU architecture, effectively learns to predict changes in the friction coefficient resulting from velocity jumps, thereby showcasing the potential of machine learning models in understanding and simulating the physics of frictional processes.","Wed, 21 Feb 2024 22:11:01 UTC (2,312 KB)[v2] Fri, 23 Feb 2024 10:42:19 UTC (2,315 KB)[v3] Wed, 28 Feb 2024 21:09:17 UTC (2,320 KB)"
"51","Random forests for detecting weak signals and extracting physical information: a case study of magnetic navigation","Mohammadamin Moradi, Zheng-Meng Zhai, Aaron Nielsen, Ying-Cheng Lai","Signal Processing (eess.SP)","It was recently demonstrated that two machine-learning architectures, reservoir computing and time-delayed feed-forward neural networks, can be exploited for detecting the Earth's anomaly magnetic field immersed in overwhelming complex signals for magnetic navigation in a GPS-denied environment. The accuracy of the detected anomaly field corresponds to a positioning accuracy in the range of 10 to 40 meters. To increase the accuracy and reduce the uncertainty of weak signal detection as well as to directly obtain the position information, we exploit the machine-learning model of random forests that combines the output of multiple decision trees to give optimal values of the physical quantities of interest. In particular, from time-series data gathered from the cockpit of a flying airplane during various maneuvering stages, where strong background complex signals are caused by other elements of the Earth's magnetic field and the fields produced by the electronic systems in the cockpit, we demonstrate that the random-forest algorithm performs remarkably well in detecting the weak anomaly field and in filtering the position of the aircraft. With the aid of the conventional inertial navigation system, the positioning error can be reduced to less than 10 meters. We also find that, contrary to the conventional wisdom, the classic Tolles-Lawson model for calibrating and removing the magnetic field generated by the body of the aircraft is not necessary and may even be detrimental for the success of the random-forest method.","Wed, 21 Feb 2024 21:10:12 UTC (8,537 KB)"
"52","Stability-Aware Training of Neural Network Interatomic Potentials with Differentiable Boltzmann Estimators","Sanjeev Raja, Ishan Amin, Fabian Pedregosa, Aditi S. Krishnapriyan","Machine Learning (cs.LG)","Neural network interatomic potentials (NNIPs) are an attractive alternative to ab-initio methods for molecular dynamics (MD) simulations. However, they can produce unstable simulations which sample unphysical states, limiting their usefulness for modeling phenomena occurring over longer timescales. To address these challenges, we present Stability-Aware Boltzmann Estimator (StABlE) Training, a multi-modal training procedure which combines conventional supervised training from quantum-mechanical energies and forces with reference system observables, to produce stable and accurate NNIPs. StABlE Training iteratively runs MD simulations to seek out unstable regions, and corrects the instabilities via supervision with a reference observable. The training procedure is enabled by the Boltzmann Estimator, which allows efficient computation of gradients required to train neural networks to system observables, and can detect both global and local instabilities. We demonstrate our methodology across organic molecules, tetrapeptides, and condensed phase systems, along with using three modern NNIP architectures. In all three cases, StABlE-trained models achieve significant improvements in simulation stability and recovery of structural and dynamic observables. In some cases, StABlE-trained models outperform conventional models trained on datasets 50 times larger. As a general framework applicable across NNIP architectures and systems, StABlE Training is a powerful tool for training stable and accurate NNIPs, particularly in the absence of large reference datasets.","Wed, 21 Feb 2024 18:12:07 UTC (41,617 KB)"
"53","Low-loss directional coupler for the C, L and U bands based on subwavelength gratings","Jaime Vilas, Raquel Fernández De Cabo, Irene Olivares, David González-Andrade, Aitor V. Velasco, Antonio Dias-Ponte","Optics (physics.optics)","Directional couplers are ubiquitous components for power distribution in silicon photonics integrated circuits. Despite significant advances in their performance, architectures providing tailorable coupling ratios over increasingly broad bandwidths are still sought after. Compact footprint and low losses are also essential features for circuits comprising multiple coupling stages. In this work, we propose a compact directional coupler with arbitrary coupling ratio, based on dispersion engineering through subwavelength metamaterials. Low losses and a flat spectral response over a broad bandwidth are experimentally demonstrated for multiple coupling ratios between 0.08 and 1. Results show average excess losses below 0.24 dB and coupling ratio deviations below $\pm$1 dB for a 170 nm bandwidth completely covering C, L and U telecommunication bands (1505 - 1675 nm).","Wed, 21 Feb 2024 14:29:27 UTC (1,017 KB)"
"54","Fractal scaling and the aesthetics of trees","Jingyi Gao, Mitchell Newberry","Physics and Society (physics.soc-ph)","Trees in works of art have stirred emotions in viewers for millennia. Leonardo da Vinci described geometric proportions in trees to provide both guidelines for painting and insights into tree form and function. Da Vinci's Rule of trees further implies fractal branching with a particular scaling exponent $\alpha = 2$ governing both proportions between the diameters of adjoining boughs and the number of boughs of a given diameter. Contemporary biology increasingly supports an analogous rule with $\alpha = 3$ known as Murray's Law. Here we relate trees in art to a theory of proportion inspired by both da Vinci and modern tree physiology. We measure $\alpha$ in 16th century Islamic architecture, Edo period Japanese painting and 20th century European art, finding $\alpha$ in the range 1.5 to 2.5. We find that both conformity and deviations from ideal branching create stylistic effect and accommodate constraints on design and implementation. Finally, we analyze an abstract tree by Piet Mondrian which forgoes explicit branching but accurately captures the modern scaling exponent $\alpha = 3$, anticipating Murray's Law by 15 years. This perspective extends classical mathematical, biological and artistic ways to understand, recreate and appreciate the beauty of trees.","Wed, 21 Feb 2024 04:09:25 UTC (7,792 KB)"
"55","waLBerla-wind: a lattice-Boltzmann-based high-performance flow solver for wind energy applications","Helen Schottenhamml, Ani Anciaux-Sedrakian, Frédéric Blondel, Harald Köstler, Ulrich Rüde","Computational Engineering, Finance, and Science (cs.CE)","This article presents the development of a new wind turbine simulation software to study wake flow physics. To this end, the design and development of waLBerla-wind, a new simulator based on the lattice-Boltzmann method that is known for its excellent performance and scaling properties, will be presented. Here it will be used for large eddy simulations (LES) coupled with actuator wind turbine models. Due to its modular software design, waLBerla-wind is flexible and extensible with regard to turbine configurations. Additionally it is performance portable across different hardware architectures, another critical design goal. The new solver is validated by presenting force distributions and velocity profiles and comparing them with experimental data and a vortex solver. Furthermore, waLBerla-wind's performance is \revision{compared to a theoretical peak performance}, and analysed with weak and strong scaling benchmarks on CPU and GPU systems. This analysis demonstrates the suitability for large-scale applications and future cost-effective full wind farm simulations.","Fri, 8 Dec 2023 19:00:54 UTC (860 KB)"
"56","An architecture for two-qubit encoding in neutral ytterbium-171 atoms","Zhubing Jia, William Huie, Lintao Li, Won Kyu Calvin Sun, Xiye Hu, Aakash, Healey Kogan, Abhishek Karve, Jong Yeon Lee, Jacob P. Covey","Quantum Physics (quant-ph)","We present an architecture for encoding two qubits within the optical ""clock"" transition and nuclear spin-1/2 degree of freedom of neutral ytterbium-171 atoms. Inspired by recent high-fidelity control of all pairs of states within this four-dimensional ququart space, we present a toolbox for intra-ququart (single atom) one- and two-qubit gates, inter-ququart (two atom) Rydberg-based two- and four-qubit gates, and quantum nondemolition (QND) readout. We then use this toolbox to demonstrate the advantages of the ququart encoding for entanglement distillation and quantum error correction which exhibit superior hardware efficiency and better performance in some cases since fewer two-atom (Rydberg-based) operations are required. Finally, leveraging single-state QND readout in our ququart encoding, we present a unique approach to studying interactive circuits as well as to realizing a symmetry protected topological phase of a spin-1 chain with a shallow, constant-depth circuit. These applications are all within reach of recent experiments with neutral ytterbium-171 atom arrays or with several trapped ion species.","Tue, 20 Feb 2024 16:49:52 UTC (1,083 KB)"
"57","How Temporal Unrolling Supports Neural Physics Simulators","Bjoern List, Li-Wei Chen, Kartik Bali, Nils Thuerey","Computational Physics (physics.comp-ph)","Unrolling training trajectories over time strongly influences the inference accuracy of neural network-augmented physics simulators. We analyze these effects by studying three variants of training neural networks on discrete ground truth trajectories. In addition to commonly used one-step setups and fully differentiable unrolling, we include a third, less widely used variant: unrolling without temporal gradients. Comparing networks trained with these three modalities makes it possible to disentangle the two dominant effects of unrolling, training distribution shift and long-term gradients. We present a detailed study across physical systems, network sizes, network architectures, training setups, and test scenarios. It provides an empirical basis for our main findings: A non-differentiable but unrolled training setup supported by a numerical solver can yield 4.5-fold improvements over a fully differentiable prediction setup that does not utilize this solver. We also quantify a difference in the accuracy of models trained in a fully differentiable setup compared to their non-differentiable counterparts. While differentiable setups perform best, the accuracy of unrolling without temporal gradients comes comparatively close. Furthermore, we empirically show that these behaviors are invariant to changes in the underlying physical system, the network architecture and size, and the numerical scheme. These results motivate integrating non-differentiable numerical simulators into training setups even if full differentiability is unavailable. We also observe that the convergence rate of common neural architectures is low compared to numerical algorithms. This encourages the use of hybrid approaches combining neural and numerical algorithms to utilize the benefits of both.","Tue, 20 Feb 2024 12:40:31 UTC (15,901 KB)"
"58","Iterated learning and multiscale modeling of history-dependent architectured metamaterials","Yupeng Zhang, Kaushik Bhattacharya","Applied Physics (physics.app-ph)","Neural network based models have emerged as a powerful tool in multiscale modeling of materials. One promising approach is to use a neural network based model, trained using data generated from repeated solution of an expensive small scale model, as a surrogate for the small scale model in application scale simulations. Such approaches have been shown to have the potential accuracy of concurrent multiscale methods like FE2, but at the cost comparable to empirical methods like classical constitutive models or parameter passing. A key question is to understand how much and what kind of data is necessary to obtain an accurate surrogate. This paper examines this question for history dependent elastic-plastic behavior of an architected metamaterial modeled as a truss. We introduce an iterative approach where we use the rich arbitrary class of trajectories to train an initial model, but then iteratively update the class of trajectories with those that arise in large scale simulation and use transfer learning to update the model. We show that such an approach converges to a highly accurate surrogate, and one that is transferable.","Tue, 20 Feb 2024 02:46:32 UTC (13,299 KB)"
"59","Direct writing of room temperature polariton condensate lattice by top-down approach","Ravindra Kumar Yadav, Sitakanta Satapathy, Prathmesh Deshmukh, Biswajit Datta, Addhyaya Sharma, Andrew Olsson, Junsheng Chen, Bo W. Laursen, Amar H. Flood, Matthew Y. Sfeir, Vinod M. Menon","Materials Science (cond-mat.mtrl-sci)","Realizing lattices of exciton polariton condensates has been of much interest owing to the potential of such systems to realize analog Hamiltonian simulators and physical computing architectures. Prior work on polariton condensate lattices has primarily been on GaAs-based systems, with the recent advent of organic molecules and perovskite systems allowing room-temperature operation. However, in most of these room temperature systems, the lattices are defined using a bottom-up approach by patterning the bottom mirrors, significantly limiting the types of lattices and refractive index contrast that can be realized. Here, we report a direct write approach that uses a Focused Ion Beam (FIB) to etch 2D lattice into a planar microcavity. Such etching of the cavity allows for realizing high refractive index contrast lattices. We realize the polariton condensate lattice using the highly photostable host-guest Frenkel excitons of an organic dye small molecular ionic lattice (SMILES).1,2 The lattice structures are defined on a planar microcavity embedded with SMILES using FIB, allowing the realization of lattices with different geometries, including defect sites on demand. The band structure of the lattice and the emergence of condensation are imaged using momentum-resolved spectroscopy. The present approach allows us to study periodic, quasi-periodic, and disordered polariton condensate lattices at room temperature using a top-down approach without compromising on the quantum yield of the organic excitonic material embedded in the cavity.","Mon, 19 Feb 2024 23:22:24 UTC (20,389 KB)"
"60","A deep classifier of chaos and order in Hamiltonian systems of two degrees of freedom","Ippocratis D. Saltas, Georgios Lukes-Gerakopoulos","Adaptation and Self-Organizing Systems (nlin.AO)","Chaos is an intriguing phenomenon that can be found in an immense variate of systems. Its detection and discrimination from its counterpart order poses an interesting challenge. To address it, we present a deep classifier capable of classifying chaos from order in the discretised dynamics of Hamiltonian systems of two degrees of freedom, through the machinery of Poincaré maps. Our deep network is based predominantly on a convolutional architecture, and generalises with good accuracy on unseen datasets, thanks to the universal features of a perturbed pendulum learned by the deep network. We discuss in detail the significance and the preparation of our training set, and we showcase how our deep network can be applied to the dynamics of geodesic motion in an axi-symmetric and stationary spacetime of a compact object deviating from the Kerr black hole paradigm. Finally, we discuss current challenges and some promising future directions.","Thu, 1 Feb 2024 15:08:17 UTC (900 KB)"
